Hole Depth,Bit Depth,On Bottom,On Bottom Hours,On Bottom ROP,Mechanical Specific Energy,Block Height,Hook Load,Trip Speed,Weight on Bit,Differential Pressure,Rotary RPM,Rotary Torque,Total Pump Output,Standpipe Pressure,Gamma,Inclination,Azimuth,Tool Face,Magnetic Toolface,Gravity Toolface,Rig Sub State,Bit Depth,MWD Continuous Azi,MWD Continuous Inc,MWD TEMP (deg),Rate Of Penetration,Time Of Penetration,YYYY/MM/DD,HH:MM:SS
567.00,565.99,0,5.6,0.00,-999.25,5.4,36.4,10.02,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.99,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:38:30
567.00,565.82,0,5.6,0.00,-999.25,5.5,35.8,9.98,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.82,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:38:40
567.00,566.06,0,5.6,0.00,-999.25,5.0,36.5,10.02,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.06,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:38:50
567.00,565.30,0,5.6,0.00,-999.25,5.5,35.8,9.98,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.30,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:39:00
567.00,566.06,0,5.6,0.00,-999.25,4.7,36.6,10.02,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.06,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:39:10
567.00,565.45,0,5.6,0.00,-999.25,5.5,35.5,10.02,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.45,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:39:20
567.00,566.06,0,5.6,0.00,-999.25,5.2,36.8,9.98,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.06,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:39:30
567.00,565.95,0,5.6,0.00,-999.25,5.4,36.6,9.99,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.95,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:39:40
567.00,565.88,0,5.6,0.00,-999.25,5.5,36.3,10.06,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.88,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:39:50
567.00,566.06,0,5.6,0.00,-999.25,5.0,36.9,10.02,0.0,-17186.9,0,1.200,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.06,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:40:00
567.00,565.36,0,5.6,0.00,-999.25,5.5,36.3,10.02,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.36,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:40:10
567.00,566.05,0,5.6,0.00,-999.25,4.6,37.1,9.98,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:40:20
567.00,565.37,0,5.6,0.00,-999.25,5.5,36.1,10.01,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.37,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:40:30
567.00,566.05,0,5.6,0.00,-999.25,5.2,37.2,9.98,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:40:40
567.00,565.88,0,5.6,0.00,-999.25,5.5,36.6,10.02,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.88,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:40:50
567.00,565.95,0,5.6,0.00,-999.25,5.5,36.7,10.01,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.95,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:41:00
567.00,566.06,0,5.6,0.00,-999.25,5.1,37.3,9.98,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.06,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:41:10
567.00,565.44,0,5.6,0.00,-999.25,5.5,36.7,9.92,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.44,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:41:20
567.00,566.06,0,5.6,0.00,-999.25,4.6,37.4,10.02,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.06,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:41:30
567.00,565.29,0,5.6,0.00,-999.25,5.5,36.4,10.00,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.29,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:41:40
567.00,566.06,0,5.6,0.00,-999.25,5.1,37.6,9.98,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.06,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:41:50
567.00,565.82,0,5.6,0.00,-999.25,5.5,36.7,10.02,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.82,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:42:00
567.00,566.00,0,5.6,0.00,-999.25,5.5,37.1,9.98,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.00,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:42:10
567.00,566.05,0,5.6,0.00,-999.25,5.2,37.7,9.98,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:42:20
567.00,565.52,0,5.6,0.00,-999.25,5.5,37.2,9.98,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.52,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:42:30
567.00,566.05,0,5.6,0.00,-999.25,4.7,37.7,9.98,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:42:40
567.00,565.22,0,5.6,0.00,-999.25,5.5,36.7,10.01,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.22,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:42:50
567.00,566.06,0,5.6,0.00,-999.25,5.0,37.9,9.98,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.06,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:43:00
567.00,565.74,0,5.6,0.00,-999.25,5.5,36.8,10.03,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.74,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:43:10
567.00,566.03,0,5.6,0.00,-999.25,5.4,37.6,9.98,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.03,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:43:20
567.00,566.06,0,5.6,0.00,-999.25,5.3,37.9,10.02,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.06,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:43:30
567.00,565.59,0,5.6,0.00,-999.25,5.5,37.8,9.98,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.59,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:43:40
567.00,566.06,0,5.6,0.00,-999.25,4.7,38.1,10.02,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.06,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:43:50
567.00,565.15,0,5.6,0.00,-999.25,5.5,37.0,9.91,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.15,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:44:00
567.00,566.06,0,5.6,0.00,-999.25,4.9,38.1,9.98,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.06,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:44:10
567.00,565.67,0,5.6,0.00,-999.25,5.5,37.1,10.02,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.67,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:44:20
567.00,566.05,0,5.6,0.00,-999.25,5.4,38.0,10.02,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:44:30
567.00,566.05,0,5.6,0.00,-999.25,5.3,38.2,10.00,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:44:40
567.00,565.67,0,5.6,0.00,-999.25,5.5,37.9,9.99,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.67,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:44:50
567.00,566.05,0,5.6,0.00,-999.25,4.8,38.2,9.98,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:45:00
567.00,565.15,0,5.6,0.00,-999.25,5.5,37.6,10.01,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.15,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:45:10
567.00,566.06,0,5.6,0.00,-999.25,4.9,38.3,10.04,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.06,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:45:20
567.00,565.59,0,5.6,0.00,-999.25,5.5,37.2,10.00,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.59,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:45:30
567.00,566.06,0,5.6,0.00,-999.25,5.4,38.2,10.02,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.06,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:45:40
567.00,566.03,0,5.6,0.00,-999.25,5.4,38.3,9.98,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.03,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:45:50
567.00,565.74,0,5.6,0.00,-999.25,5.5,38.1,9.98,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.74,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:46:00
567.00,566.05,0,5.6,0.00,-999.25,4.9,38.4,10.09,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:46:10
567.00,565.22,0,5.6,0.00,-999.25,5.5,37.8,10.06,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.22,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:46:20
567.00,566.05,0,5.6,0.00,-999.25,4.8,38.4,10.02,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:46:30
567.00,565.52,0,5.6,0.00,-999.25,5.5,37.5,9.96,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.52,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:46:40
567.00,566.05,0,5.6,0.00,-999.25,5.3,38.4,10.04,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:46:50
567.00,566.01,0,5.6,0.00,-999.25,5.4,38.4,10.10,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.01,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:47:00
567.00,565.81,0,5.6,0.00,-999.25,5.5,38.2,10.09,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.81,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:47:10
567.00,566.05,0,5.6,0.00,-999.25,5.0,38.4,10.04,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:47:20
567.00,565.26,0,5.6,0.00,-999.25,5.5,37.9,9.92,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.26,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:47:30
567.00,566.05,0,5.6,0.00,-999.25,4.7,38.4,9.93,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:47:40
567.00,565.45,0,5.6,0.00,-999.25,5.5,37.6,10.02,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.45,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:47:50
567.00,566.05,0,5.6,0.00,-999.25,5.2,38.5,9.98,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:48:00
567.00,565.95,0,5.6,0.00,-999.25,5.4,38.1,10.02,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.95,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:48:10
567.00,565.88,0,5.6,0.00,-999.25,5.5,38.2,10.03,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.88,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:48:20
567.00,566.05,0,5.6,0.00,-999.25,5.0,38.4,10.05,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:48:30
567.00,565.36,0,5.6,0.00,-999.25,5.5,37.9,10.09,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.36,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:48:40
567.00,566.05,0,5.6,0.00,-999.25,4.6,38.5,9.93,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:48:50
567.00,565.40,0,5.6,0.00,-999.25,5.5,37.7,9.98,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.40,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:49:00
567.00,566.05,0,5.6,0.00,-999.25,5.2,38.5,10.00,0.0,-17186.9,0,1.200,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:49:10
567.00,565.88,0,5.6,0.00,-999.25,5.5,37.6,10.06,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.88,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:49:20
567.00,565.95,0,5.6,0.00,-999.25,5.5,38.2,10.04,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.95,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:49:30
567.00,566.05,0,5.6,0.00,-999.25,5.1,38.5,9.96,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:49:40
567.00,565.44,0,5.6,0.00,-999.25,5.5,38.0,9.92,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.44,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:49:50
567.00,566.05,0,5.6,0.00,-999.25,4.6,38.5,10.02,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:50:00
567.00,565.28,0,5.6,0.00,-999.25,5.5,37.7,9.98,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.28,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:50:10
567.00,566.05,0,5.6,0.00,-999.25,5.1,38.5,10.00,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:50:20
567.00,565.81,0,5.6,0.00,-999.25,5.5,37.3,9.96,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.81,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:50:30
567.00,566.00,0,5.6,0.00,-999.25,5.5,38.2,10.02,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.00,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:50:40
567.00,566.05,0,5.6,0.00,-999.25,5.2,38.5,10.02,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:50:50
567.00,565.52,0,5.6,0.00,-999.25,5.5,38.1,9.98,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.52,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:51:00
567.00,566.05,0,5.6,0.00,-999.25,4.7,38.5,9.98,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:51:10
567.00,565.21,0,5.6,0.00,-999.25,5.5,37.8,10.02,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.21,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:51:20
567.00,566.05,0,5.6,0.00,-999.25,5.0,38.5,9.98,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:51:30
567.00,565.73,0,5.6,0.00,-999.25,5.5,37.5,10.02,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.73,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:51:40
567.00,566.03,0,5.6,0.00,-999.25,5.4,38.4,9.93,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.03,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:51:50
567.00,566.05,0,5.6,0.00,-999.25,5.3,38.6,10.03,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:52:00
567.00,565.59,0,5.6,0.00,-999.25,5.5,38.3,10.02,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.59,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:52:10
567.00,566.05,0,5.6,0.00,-999.25,4.7,38.6,10.05,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:52:20
567.00,565.14,0,5.6,0.00,-999.25,5.5,38.0,10.05,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.14,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:52:30
567.00,566.05,0,5.6,0.00,-999.25,4.9,38.6,10.08,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:52:40
567.00,565.66,0,5.6,0.00,-999.25,5.5,37.6,10.02,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.66,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:52:50
567.00,566.05,0,5.6,0.00,-999.25,5.4,38.5,10.03,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:53:00
567.00,566.05,0,5.6,0.00,-999.25,5.3,38.7,10.06,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:53:10
567.00,565.66,0,5.6,0.00,-999.25,5.5,38.5,10.09,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.66,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:53:20
567.00,566.05,0,5.6,0.00,-999.25,4.8,38.6,10.03,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:53:30
567.00,565.14,0,5.6,0.00,-999.25,5.5,38.2,9.99,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.14,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:53:40
567.00,566.05,0,5.6,0.00,-999.25,4.9,38.6,9.99,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:53:50
567.00,565.59,0,5.6,0.00,-999.25,5.5,37.8,9.99,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.59,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:54:00
567.00,566.05,0,5.6,0.00,-999.25,5.4,38.7,10.04,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:54:10
567.00,566.02,0,5.6,0.00,-999.25,5.4,38.6,10.02,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.02,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:54:20
567.00,565.73,0,5.6,0.00,-999.25,5.5,38.7,10.02,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.73,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:54:30
567.00,566.05,0,5.6,0.00,-999.25,4.9,38.7,9.95,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:54:40
567.00,565.22,0,5.6,0.00,-999.25,5.5,38.3,9.98,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.22,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:54:50
567.00,566.05,0,5.6,0.00,-999.25,4.8,38.7,9.88,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:55:00
567.00,565.54,0,5.6,0.00,-999.25,5.5,37.9,10.04,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.54,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:55:10
567.00,566.05,0,5.6,0.00,-999.25,5.3,38.6,10.04,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:55:20
567.00,565.99,0,5.6,0.00,-999.25,5.4,38.4,10.05,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.99,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:55:30
567.00,565.78,0,5.6,0.00,-999.25,5.5,38.5,9.95,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.78,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:55:40
567.00,566.05,0,5.6,0.00,-999.25,5.0,38.4,10.04,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:55:50
567.00,565.29,0,5.6,0.00,-999.25,5.5,38.1,10.11,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.29,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:56:00
567.00,566.05,0,5.6,0.00,-999.25,4.7,38.3,10.04,0.0,-17186.9,0,4.955,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:56:10
567.00,565.42,0,5.6,0.00,-999.25,5.5,37.8,10.04,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.42,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:56:20
567.00,566.05,0,5.6,0.00,-999.25,5.2,38.3,10.00,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,566.05,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:56:30
567.00,565.95,0,5.6,0.00,-999.25,5.4,38.1,10.01,0.0,-17186.9,0,0.000,0.00,0,-999.25,0.55,350.59,37.25,227.79,37.25,0.00,565.95,0.00,3735.00,42.190,0.00,0.00,2023/04/05,00:56:40
